16253108	49650310	13955186	21057029	18678374	2507	0.004941939263899835
16253108	49650310	13955186	19514888	18678374	2603	0.009153454513449738
16253108	49650310	13955186	12998942	18678374	2716	0.010915473098384833
16253108	49650310	13955186	15175195	9001819	2879	0.028489136827546935
16253108	49650310	13955186	21056991	18678374	2435	0.001821304336156568
16253108	49650310	13955186	21057029	9001819	3151	0.03848603854549075
16253108	49650310	13955186	12998942	9001819	3262	0.08500576311720949
16253108	49650310	13955186	21057029	14581567	3625	0.2225486989470326
16253108	49650310	13955186	19514888	14581567	3721	0.4122044574120389
16253108	49650310	14579476	18129738	14581567	4460	0.4377264447457699
16253108	49650310	13955186	12998942	14581567	4513	0.49155285136383986
16253108	49650310	14579476	12998942	14581567	5844	0.4973353541872109
16253108	15197179	14579476	19309303	14581567	5963	0.5047971896802013
16253108	49650310	14579476	19309303	14581567	6054	0.5403616034621002
16253108	49650310	35495294	19309303	14581567	6390	0.5963205572580523
