18464147	16272469	13955186	15175195	7787802	9588	0.0052002279048881375
18464147	15197179	13955186	15175195	7787802	9876	0.00576490488245773
18464147	16272469	13955186	21057015	7787802	10079	0.010544144620811671
18464147	7770986	13955186	15175195	7787802	10032	0.00589053471148253
18464147	16272469	7459221	15175195	7787802	10068	0.0066426441562920805
18464147	15197179	13955186	21057015	7787802	10367	0.011689101308179142
18464147	7770986	13955186	21057015	7787802	10523	0.01194383227577389
18464147	16272469	7459221	21057015	7787802	10559	0.013468832891476873
18464147	15197179	7459221	21057015	7787802	10847	0.014931372608515039
18464147	16272469	13955186	21056991	18678374	10914	0.09621061810393035
18464147	16272469	13955186	21057015	18678374	11024	0.17931222748489678
18464147	15197179	13955186	21057015	18678374	11312	0.1987831984710464
18464147	7461171	14579476	21056991	18678374	11379	0.2054025975616609
18464147	16272469	7459221	21057015	18678374	11504	0.22904906127953395
18464147	15197179	7459221	21057015	18678374	11792	0.25392080421158947
18464147	7770986	7459221	21057015	18678374	11948	0.2594542913842941
18464147	14579493	14579476	21057015	18678374	12026	0.30409261519534897
18464147	15197179	14579476	21057015	18678374	12060	0.306206153074352
18464147	7461171	14579476	21057015	18678374	12140	0.38281842509502223
18464147	16272469	13955186	15175195	9001819	9410	2.515621525075073E-4
