18678374	720	0.12665397628891628
9001819	1260	0.3534449105477325
14581567	1279	0.8499290179051846
7810038	2195	0.24443528332749354
7787802	3277	0.38764949126920545
2074496	3377	0.4945062931569779
7478255	3518	0.4184946183549534
18022059	3622	0.08855923563005141
14018640	3640	0.7300987423323143
24529322	4031	0.7025546474625615
6590008	4224	0.8374367451630891
18464147	473	0.5374301412507915
19514975	626	0.7765695732308696
19531567	822	0.3034854173007199
19531571	805	0.6301860383385802
18185281	784	0.2383456470301457
19531582	710	0.20935313245713894
14579536	674	0.18390031339069723
19524327	737	0.4741032502733069
16272469	486	0.5121112003102632
15197181	98	0.2945449791721433
17915327	559	0.6335823808984026
17915328	550	0.9635492718656339
7751409	808	0.7129666202601768
17916549	521	0.6042518037607957
7461174	461	0.008111564527645498
9001623	1186	0.4506546697099292
35495295	1430	0.011505570510295215
35495294	1300	0.9583913147175381
33070146	1217	0.20695437741709632
15394142	1221	0.5329232667307432
18678271	1116	0.22207616556628562
15357081	1938	0.4696346107021593
15357077	1914	0.38909540771526474
35450538	1082	0.6453530234818083
21057029	307	0.3907450854298199
21057015	326	0.21857974792155688
19514888	422	0.7237376209705644
18129738	1218	0.7596125583090918
8472009	876	0.2713633909642512
8472010	976	0.03679279586478035
18282308	1253	0.5085250883740887
8567404	2104	0.4863069831274168
