17915296	7751408	33070192	2399	0.026141204515112173
20805410	7751408	33070192	2507	0.24480484188935425
17915296	14579493	33070192	2497	0.033353209616088605
19227136	6902930	33070192	2604	0.3165777618040033
20805410	6902930	33070192	2648	0.3687403837345406
41522043	6902930	33070192	2784	0.3886241208883101
19514897	16272469	33070192	2940	0.44722438283356974
14579494	6902930	33070192	2964	0.45443703002766433
19524316	16272469	33070192	2986	0.48790947678867697
18130744	13227229	33070192	3046	0.5515693856300194
18130744	6902930	33070192	3536	0.5568221801765859
18130744	16253106	33070192	3548	0.5741971907760657
19514897	16272469	18754874	4727	0.6631101180007848
19524316	16272469	18754874	4773	0.7234348643451363
18130744	16272469	18754874	4920	0.7871097773851398
18130744	16253106	18754874	5611	0.8513756886840643
