6677293	955	0.06823408400197624	36
17791429	997	0.40796101806445434	35
14579493	1048	0.06517999838609993	33
7461171	1097	0.436853045515616	32
16253106	1153	0.40177870658440124	20
49650310	1204	0.23123978136286272	48
16272469	1199	0.1022556292759893	19
7770986	1222	0.48733357210795303	18
16272469	1294	0.1338555567844652	44
15197179	1302	0.41523493938909084	17
49650310	1318	0.2975301882141654	16
16253106	1323	0.4456358948137419	30
7770986	1392	0.540529721759865	29
15197179	1481	0.46056097732425605	31
49650310	1488	0.33000786125799214	2
14579493	1584	0.07692549084171646	41
17791429	1617	0.4814759486951299	42
7461171	1633	0.5155743446467157	40
6677293	1671	0.08052992534449503	39
49650310	1743	0.3894755651652462	37
16253106	1806	0.5259398710348114	38
7770986	1875	0.6379336482122613	1
15197179	1955	0.5435544664076654	43
