41522043	6677293	21057006	2117	0.043376056637765496
41522043	17791429	21057006	2266	0.25933872322594276
18464147	16253106	18130598	2373	0.3515216827703382
41522043	16253106	18130598	2543	0.3898929362870168
18464147	7770986	13955186	2812	0.3969069267058411
41522043	7770986	13955186	2982	0.440232323270655
14579494	16253106	18130598	3026	0.46015198285112247
14579494	7770986	13955186	3465	0.51956257119525
14579494	7770986	35497190	5511	0.5393647099785394
