16253108	49650310	13955186	15175195	9001819	2708	0.028489136827546935
16253108	49650310	13955186	21057029	9001819	2980	0.03848603854549075
16253108	49650310	13955186	12998942	9001819	3091	0.08500576311720949
16253108	49650310	13955186	8515734	9001819	3609	0.0940020206923861
16253108	49650310	13955186	21057029	14581567	4222	0.2225486989470326
16253108	49650310	13955186	19514888	14581567	4318	0.4122044574120389
16253108	49650310	14579476	18129738	14581567	5057	0.4377264447457699
16253108	49650310	13955186	12998942	14581567	5110	0.49155285136383986
16253108	49650310	14579476	12998942	14581567	6441	0.4973353541872109
16253108	15197179	14579476	19309303	14581567	6560	0.5047971896802013
16253108	49650310	14579476	19309303	14581567	6651	0.5403616034621002
16253108	49650310	35495294	19309303	14581567	6987	0.5963205572580523
