19514897	16250137	57	117	346	852	107	16		1604258	57	563	5574	53544	50166	16		3546743
19514897	18130267	57	117	346	852	107	16		301623	57	563	5574	53544	50166	16		3714445
19514897	18752428	57	117	346	852	107	16		296499	57	563	5574	53544	50166	16		3374234
19514897	18752426	57	117	346	852	107	16		595187	57	563	5574	53544	50166	16		3470603
19514897	18130598	57	117	346	852	107	16		284528	57	563	5574	53544	50166	16		3533347
19514897	14579088	57	117	346	852	107	16		856384	57	563	5574	53544	50166	16		4033290
19514897	18464147	57	117	346	852	116	17		214476	57	563	5574	53544	53544	17		3519360
19514897	41522043	57	117	346	852	107	16		263570	57	563	5574	53544	50166	16		3105470
19514897	14579494	57	117	346	852	107	16		236509	57	563	5574	53544	50166	16		3360828
19514897	15197179	57	117	346	852	107	15		267364	57	563	5574	53544	50166	15		3139761
19514897	16272469	57	117	346	852	107	16		254467	57	563	5574	53544	50166	16		3583821
19514897	16211076	57	117	346	852	107	16		252950	57	563	5574	53544	50166	16		3101760
19514897	16253106	57	117	346	852	116	16		236717	57	563	5574	53544	53544	16		3194788
19514897	14579493	57	117	346	852	116	17		975982	57	563	5574	53544	53544	17		3206296
19514897	49650310	57	117	346	852	116	18		241046	57	563	5574	53544	53544	18		3530110
19514897	7770986	57	117	346	852	116	17		243854	57	563	5574	53544	53544	17		3287555
19514897	17791429	57	117	346	852	116	16		226748	57	563	5574	53544	53544	16		3233087
19514897	7461171	57	117	346	852	116	17		230786	57	563	5574	53544	53544	17		3261066
19514897	6677293	57	117	346	852	107	16		209866	57	563	5574	53544	50166	16		3584486
19514897	21057006	57	117	346	852	116	17		199373	57	563	5574	53544	53544	17		3725896
19514897	18021634	57	117	346	852	107	18		201682	57	563	5574	53544	50166	18		3372924
19514897	13955186	57	117	346	852	116	17		204006	57	563	5574	53544	53544	17		3268298
19514897	16210652	57	117	346	852	116	19		737427	57	563	5574	53544	53544	19		3457705
19514897	14579476	57	117	346	852	116	17		226576	57	563	5574	53544	53544	17		3286358
19514897	7459221	57	117	346	852	116	21		369071	57	563	5574	53544	53544	21		3351129
19514897	18754874	57	117	346	852	116	18		328321	57	563	5574	53544	53544	18		3248293
19514897	35497190	57	117	346	852	116	17		212546	57	563	5574	53544	53544	17		3534701
19514897	9001623	57	117	346	852	116	21		229066	57	563	5574	53544	53544	21		3633945
19514897	15178444	57	117	346	852	116	17		266215	57	563	5574	53544	53544	17		3312888
19514897	21057029	57	117	346	852	107	15		204056	57	563	5574	53544	50166	15		3662167
19514897	21057015	57	117	346	852	107	15		203134	57	563	5574	53544	50166	15		3593493
19514897	19514888	57	117	346	852	116	16		220571	57	563	5574	53544	53544	16		4076484
19514897	21056991	57	117	346	852	116	17		210410	57	563	5574	53544	53544	17		3357947
19514897	12998942	57	117	346	852	116	16		199780	57	563	5574	53544	53544	16		3419673
19514897	18130742	57	117	346	852	116	17		211712	57	563	5574	53544	53544	17		3879242
19514897	13303993	57	117	346	852	107	15		190063	57	563	5574	53544	50166	15		3768720
19514897	15175195	57	117	346	852	116	19		200616	57	563	5574	53544	53544	19		3664780
19514897	18295122	57	117	346	852	107	15		198379	57	563	5574	53544	50166	15		3754455
19514897	21057002	57	117	346	852	116	17		200687	57	563	5574	53544	53544	17		3653598
19514897	9001819	57	117	346	852	106	16		212038	57	563	5574	53544	47970	16		3663906
19514897	18678374	57	117	346	852	104	35		196065	57	563	5574	53544	47970	35		3624697
19514897	14581567	57	117	346	852	106	17		203440	57	563	5574	53544	47970	17		3624720
19514897	7787802	57	117	346	852	103	25		214641	57	563	5574	53544	47970	25		3708241
19514897	7810038	57	117	346	852	104	17		195589	57	563	5574	53544	47970	17		3628648
19514897	7478255	57	117	346	852	69	13		212917	57	563	5574	53544	33444	13		3502172
19514897	18022059	57	117	346	852	69	12		433202	57	563	5574	53544	33444	12		3637116
19514897	14018640	57	117	346	852	79	24		185913	57	563	5574	53544	36822	24		3642354
19514897	24529322	57	117	346	852	70	20		194562	57	563	5574	53544	33444	20		3383915
19514897	6590008	57	117	346	852	70	20		186208	57	563	5574	53544	33444	20		3148630
16250137	19514897	51	217	584	985	138	22		209158	51	504	4989	47925	47925	22		2955068
16250137	18130267	51	217	584	985	126	21		188917	51	504	4989	47925	44901	21		2977139
16250137	18752428	51	217	584	985	126	21		191430	51	504	4989	47925	44901	21		2954947
16250137	18752426	51	217	584	985	126	21		255878	51	504	4989	47925	44901	21		3035028
16250137	18130598	51	217	584	985	126	21		188530	51	504	4989	47925	44901	21		3044147
16250137	14579088	51	217	584	985	126	21		2487526	51	504	4989	47925	44901	21		3883154
16250137	18464147	51	217	584	985	138	22		381527	51	504	4989	47925	47925	22		3203698
16250137	41522043	51	217	584	985	126	22		272251	51	504	4989	47925	44901	22		2915081
16250137	14579494	51	217	584	985	126	21		278677	51	504	4989	47925	44901	21		3132939
16250137	15197179	51	217	584	985	126	21		267995	51	504	4989	47925	44901	21		3224656
16250137	16272469	51	217	584	985	126	21		332112	51	504	4989	47925	44901	21		3185339
16250137	16211076	51	217	584	985	126	21		282475	51	504	4989	47925	44901	21		3190111
16250137	16253106	51	217	584	985	138	22		271585	51	504	4989	47925	47925	22		3080943
16250137	14579493	51	217	584	985	138	22		263091	51	504	4989	47925	47925	22		3015767
16250137	49650310	51	217	584	985	138	24		255612	51	504	4989	47925	47925	24		3306173
16250137	7770986	51	217	584	985	138	22		267996	51	504	4989	47925	47925	22		3162029
16250137	17791429	51	217	584	985	138	22		310452	51	504	4989	47925	47925	22		3075901
16250137	7461171	51	217	584	985	138	22		263609	51	504	4989	47925	47925	22		3092972
16250137	6677293	51	217	584	985	126	22		319603	51	504	4989	47925	44901	22		3036082
16250137	21057006	51	217	584	985	138	23		376634	51	504	4989	47925	47925	23		3028296
16250137	18021634	51	217	584	985	126	23		305180	51	504	4989	47925	44901	23		3008150
16250137	13955186	51	217	584	985	138	22		262330	51	504	4989	47925	47925	22		3016728
16250137	16210652	51	217	584	985	138	24		318690	51	504	4989	47925	47925	24		3285202
16250137	14579476	51	217	584	985	138	22		806951	51	504	4989	47925	47925	22		3398451
16250137	7459221	51	217	584	985	138	25		268013	51	504	4989	47925	47925	25		3476832
16250137	18754874	51	217	584	985	138	24		1547528	51	504	4989	47925	47925	24		3407044
16250137	35497190	51	217	584	985	138	22		1141161	51	504	4989	47925	47925	22		3301044
16250137	9001623	51	217	584	985	138	25		533541	51	504	4989	47925	47925	25		3131484
16250137	15178444	51	217	584	985	138	23		298838	51	504	4989	47925	47925	23		3178003
16250137	21057029	51	217	584	985	126	21		396114	51	504	4989	47925	44901	21		3301105
16250137	21057015	51	217	584	985	126	21		274151	51	504	4989	47925	44901	21		3645247
16250137	19514888	51	217	584	985	138	22		442688	51	504	4989	47925	47925	22		3026000
16250137	21056991	51	217	584	985	138	23		311031	51	504	4989	47925	47925	23		3270792
16250137	12998942	51	217	584	985	138	22		315541	51	504	4989	47925	47925	22		3129816
16250137	18130742	51	217	584	985	138	22		432632	51	504	4989	47925	47925	22		5201602
16250137	13303993	51	217	584	985	126	21		793467	51	504	4989	47925	44901	21		3376309
16250137	15175195	51	217	584	985	138	25		472163	51	504	4989	47925	47925	25		3090455
16250137	18295122	51	217	584	985	126	21		293635	51	504	4989	47925	44901	21		3752255
16250137	21057002	51	217	584	985	138	22		906645	51	504	4989	47925	47925	22		3235023
16250137	9001819	51	217	584	985	127	22		382628	51	504	4989	47925	42936	22		3209597
16250137	18678374	51	217	584	985	121	41		264909	51	504	4989	47925	42936	41		3103385
16250137	14581567	51	217	584	985	124	22		258973	51	504	4989	47925	42936	22		3058228
16250137	7787802	51	217	584	985	127	28		293321	51	504	4989	47925	42936	28		3055754
16250137	7810038	51	217	584	985	121	23		264589	51	504	4989	47925	42936	23		2972235
16250137	7478255	51	217	584	985	87	18		338955	51	504	4989	47925	29934	18		3130509
16250137	18022059	51	217	584	985	87	17		782961	51	504	4989	47925	29934	17		4785792
16250137	14018640	51	217	584	985	93	29		287953	51	504	4989	47925	32958	29		3140708
16250137	24529322	51	217	584	985	81	23		262845	51	504	4989	47925	29934	23		3279094
16250137	6590008	51	217	584	985	81	23		1693409	51	504	4989	47925	29934	23		3490637
18130267	19514897	8	79	337	620	81	14		274522	8	79	782	7512	7512	14		404673
18130267	16250137	8	79	337	620	75	12		267046	8	79	782	7512	7038	12		466828
18130267	18752428	8	79	337	620	75	13		280677	8	79	782	7512	7038	13		490161
18130267	18752426	8	79	337	620	75	13		312480	8	79	782	7512	7038	13		418482
18130267	18130598	8	79	337	620	75	13		335601	8	79	782	7512	7038	13		410292
18130267	14579088	8	79	337	620	75	13		310352	8	79	782	7512	7038	13		414285
