14579088	221
14579476	321
14579493	670
14579494	687
41522043	700
17791429	703
7461171	719
21057006	754
6677293	757
18021634	765
16210652	768
16250137	777
18464147	819
49650310	829
16253106	892
7770986	961
35497190	1003
13955186	1029
15197179	1041
19514897	1072
7459221	1166
18754874	1342
9001623	1630
