19514897	16272469	294	0.18517965292433647
19514897	15197179	479	0.7519689869649555
19514897	6677293	747	0.11140743039400669
19514897	16253106	377	0.7276004457111921
19514897	49650310	242	0.5388117737685165
19514897	7770986	758	0.8825358797387807
19514897	17791429	645	0.6660877681331144
19514897	7461171	1119	0.7132604763812943
16250137	14579493	144	0.10642095133966456
16250137	17791429	241	0.6660877681331144
16250137	7461171	257	0.7132604763812943
16250137	6677293	295	0.11140743039400669
16250137	16253106	321	0.7276004457111921
16250137	7770986	390	0.8825358797387807
16250137	49650310	486	0.5388117737685165
16250137	15197179	698	0.7519689869649555
16250137	16272469	563	0.18517965292433647
18130267	16253106	92	0.7276004457111921
18130267	7770986	161	0.8825358797387807
18130267	49650310	257	0.5388117737685165
18130267	15197179	469	0.7519689869649555
18130267	14579493	608	0.10642095133966456
18130267	17791429	705	0.6660877681331144
18130267	7461171	721	0.7132604763812943
18130267	6677293	759	0.11140743039400669
18752428	16253106	93	0.7276004457111921
18752428	7770986	162	0.8825358797387807
18752428	49650310	258	0.5388117737685165
18752428	15197179	470	0.7519689869649555
18752428	14579493	609	0.10642095133966456
18752428	17791429	706	0.6660877681331144
18752428	7461171	722	0.7132604763812943
18752428	6677293	760	0.11140743039400669
18752426	16253106	57	0.7276004457111921
18752426	7770986	126	0.8825358797387807
18752426	49650310	222	0.5388117737685165
18752426	15197179	434	0.7519689869649555
18752426	14579493	573	0.10642095133966456
18752426	17791429	670	0.6660877681331144
18752426	7461171	686	0.7132604763812943
18752426	6677293	724	0.11140743039400669
18130598	15197179	496	0.7519689869649555
18130598	6677293	786	0.11140743039400669
18130598	16272469	239	0.18517965292433647
18130598	16211076	8	0.5580508061027829
18130598	16253106	135	0.7276004457111921
14579088	49650310	740	0.5388117737685165
14579088	16253106	803	0.7276004457111921
14579088	7770986	872	0.8825358797387807
14579088	15197179	952	0.7519689869649555
14579088	14579493	1091	0.10642095133966456
14579088	17791429	1188	0.6660877681331144
14579088	7461171	1204	0.7132604763812943
14579088	6677293	1242	0.11140743039400669
18464147	16253106	91	0.7276004457111921
18464147	16272469	137	0.18517965292433647
18464147	7770986	160	0.8825358797387807
18464147	15197179	240	0.7519689869649555
18464147	49650310	256	0.5388117737685165
18464147	14579493	379	0.10642095133966456
18464147	17791429	476	0.6660877681331144
18464147	7461171	492	0.7132604763812943
18464147	6677293	530	0.11140743039400669
41522043	6677293	57	0.11140743039400669
41522043	17791429	99	0.6660877681331144
41522043	14579493	150	0.10642095133966456
41522043	7461171	199	0.7132604763812943
41522043	16253106	425	0.7276004457111921
41522043	7770986	494	0.8825358797387807
41522043	15197179	583	0.7519689869649555
41522043	49650310	590	0.5388117737685165
41522043	16272469	486	0.18517965292433647
14579494	14579493	699	0.10642095133966456
14579494	17791429	732	0.6660877681331144
14579494	7461171	748	0.7132604763812943
14579494	6677293	786	0.11140743039400669
14579494	49650310	858	0.5388117737685165
14579494	16253106	921	0.7276004457111921
14579494	7770986	990	0.8825358797387807
14579494	15197179	1070	0.7519689869649555
14579494	16272469	409	0.18517965292433647
