16211076	449	0.0160749416644375	0
15197179	599	0.008078136323223104	8
19514897	699	0.005121891885025194	9
14579493	738	0.011412911622738284	10
16210652	845	0.003406667370952043	11
21057006	886	0.0064258081130249955	12
16250137	909	0.005421493301885632	13
16253106	721	0.0076346586298930205	2
19514897	746	0.031209524659605324	1
15197179	818	0.04922298253119898	14
18021634	822	0.04050534474219947	15
13955186	911	0.0796808260137432	16
14579493	1009	0.06954296473323443	17
21057006	1089	0.03915475399777188	18
16250137	1180	0.03303510357018253	19
19514897	799	0.03302240571649733	4
16272469	900	0.04922298253119898	3
14579493	914	0.07358253677991052	20
16253106	1004	0.008078136323223104	21
21057006	1062	0.04142915300205088	22
16250137	1085	0.03495402781295909	23
18021634	1105	0.042858196090847414	24
13955186	1178	0.08430928036071976	25
21057006	1638	0.05853172599452436	5
18021634	1649	0.060550699409299864	26
16210652	1652	0.03103082407750012	27
16250137	1661	0.049383572438756476	28
16253106	1776	0.011412911622738286	29
16272469	1843	0.06954296473323444	30
13955186	1913	0.11911341022648704	31
15197179	1925	0.07358253677991052	32
