1903418	1085
15176721	1222
18151385	1229
18769839	1698
15603181	1748
19906425	1925
37062574	2056
6847951	2291
31709836	2490
7757964	2622
9009951	2791
32870675	2824
19215921	2864
33299727	2939
19591126	2977
11220384	3032
32179802	3277
36136934	3376
48865594	3388
15431724	3715
19591127	3781
32170732	5466
1964777	5494
16136122	5953
